Source Name	Characteristics[organism]	Characteristics[disease]	Characteristics[organism part]	Characteristics[cptac accession number]	Characteristics[data file]	Characteristics[associated file uri]	Characteristics[fraction identifier]	Characteristics[instrument]	Characteristics[modification parameters]	Characteristics[modification parameters]	Characteristics[modification parameters]	Characteristics[modification parameters]	Characteristics[modification parameters]	Characteristics[modification parameters]	Characteristics[modification parameters]	Characteristics[cleavage agent details]	Material Type	Extract Name	Assay Name	Description	Comment[Label]	Comment[fragment mass tolerance] 	Comment[precursor mass tolerance]
Sample 798	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F19.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F19.raw	19	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:801;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 798	Sample 798				
Sample 799	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F20.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F20.raw	20	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:802;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 799	Sample 799				
Sample 800	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F21.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F21.raw	21	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:803;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 800	Sample 800				
Sample 801	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F22.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F22.raw	22	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:804;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 801	Sample 801				
Sample 802	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F23.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F23.raw	23	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:805;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 802	Sample 802				
Sample 803	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F24.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F24.raw	24	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:806;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 803	Sample 803				
Sample 804	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F25.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F25.raw	25	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:807;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 804	Sample 804				
Sample 805	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F26.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F26.raw	26	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:808;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 805	Sample 805				
Sample 806	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F27.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F27.raw	27	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:809;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 806	Sample 806				
Sample 807	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F28.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F28.raw	28	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:810;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 807	Sample 807				
Sample 808	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F29.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F29.raw	29	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:811;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 808	Sample 808				
Sample 809	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F30.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F30.raw	30	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:812;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 809	Sample 809				
Sample 810	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F31.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F31.raw	31	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:813;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 810	Sample 810				
Sample 811	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F32.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F32.raw	32	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:814;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 811	Sample 811				
Sample 812	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F33.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F33.raw	33	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:815;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 812	Sample 812				
Sample 813	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F34.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F34.raw	34	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:816;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 813	Sample 813				
Sample 814	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F35.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F35.raw	35	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:817;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 814	Sample 814				
Sample 815	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F36.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F36.raw	36	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:818;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 815	Sample 815				
Sample 816	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F37.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F37.raw	37	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:819;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 816	Sample 816				
Sample 817	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F38.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F38.raw	38	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:820;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 817	Sample 817				
Sample 818	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F39.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F39.raw	39	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:821;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 818	Sample 818				
Sample 819	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F40.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F40.raw	40	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:822;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 819	Sample 819				
Sample 820	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F41.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F41.raw	41	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:823;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 820	Sample 820				
Sample 821	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F42.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F42.raw	42	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:824;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 821	Sample 821				
Sample 822	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F43.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F43.raw	43	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:825;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 822	Sample 822				
Sample 823	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F44.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F44.raw	44	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:826;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 823	Sample 823				
Sample 824	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F45.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F45.raw	45	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:827;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 824	Sample 824				
Sample 825	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F46.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F46.raw	46	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:828;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 825	Sample 825				
Sample 826	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F47.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F47.raw	47	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:829;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 826	Sample 826				
Sample 827	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20171216_HF_ZHW_total_liver10_F48.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver10_Proteome/liver10_Proteome_raw/20171216_HF_ZHW_total_liver10_F48.raw	48	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:830;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 827	Sample 827				
Sample 828	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_fusion_zhw_TMT11_liver11_pho_F01.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver11_Phosphoproteome/liver11_Phosphoproteome_raw/20180427_fusion_zhw_TMT11_liver11_pho_F01.raw	1	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:831;TA=C;MT=Fixed	NM=STY;AC=MS:1001980;TA=;MT=Variable	AC=MS:1001251;NM=Trypsin	tissue	Sample 828	Sample 828				
Sample 829	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180427_fusion_zhw_TMT11_liver11_pho_F02.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver11_Phosphoproteome/liver11_Phosphoproteome_raw/20180427_fusion_zhw_TMT11_liver11_pho_F02.raw	2	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:832;TA=C;MT=Fixed	NM=STY;AC=MS:1001980;TA=;MT=Variable	AC=MS:1001251;NM=Trypsin	tissue	Sample 829	Sample 829				
